Date,Open,High,Low,Close,Adj Close,Volume,FilteredOpen
2000-01-26,1410.030029296875,1412.72998046875,1400.1600341796875,1404.0899658203125,1404.0899658203125,1117300000,1415.622735854514
2000-01-27,1404.0899658203125,1418.8599853515625,1370.989990234375,1398.56005859375,1398.56005859375,1129500000,1406.52921744415
2000-01-28,1398.56005859375,1398.56005859375,1356.199951171875,1360.1600341796875,1360.1600341796875,1095800000,1401.2303984980272
2000-01-31,1360.1600341796875,1394.47998046875,1350.1400146484375,1394.4599609375,1394.4599609375,993800000,1402.4079821015716
2000-02-01,1394.4599609375,1412.489990234375,1384.7900390625,1409.280029296875,1409.280029296875,981000000,1407.3269059277864
2000-02-02,1409.280029296875,1420.6099853515625,1403.489990234375,1409.1199951171875,1409.1199951171875,1038600000,1413.6858935948599
2000-02-03,1409.1199951171875,1425.780029296875,1398.52001953125,1424.969970703125,1424.969970703125,1146500000,1419.960180457592
2000-02-04,1424.969970703125,1435.9100341796875,1420.6300048828125,1424.3699951171875,1424.3699951171875,1045100000,1423.677129333601
2000-02-07,1424.3699951171875,1427.1500244140625,1413.3299560546875,1424.239990234375,1424.239990234375,918100000,1425.3579430863756
2000-02-08,1424.239990234375,1441.8299560546875,1424.239990234375,1441.719970703125,1441.719970703125,1047700000,1426.0077739114638
2000-02-09,1441.719970703125,1444.550048828125,1411.6500244140625,1411.7099609375,1411.7099609375,1050500000,1424.3673206369954
2000-02-10,1411.699951171875,1422.0999755859375,1406.4300537109375,1416.8299560546875,1416.8299560546875,1058800000,1419.4978649348432
2000-02-11,1416.8299560546875,1416.8299560546875,1378.8900146484375,1387.1199951171875,1387.1199951171875,1025700000,1412.4487516384595
2000-02-14,1387.1199951171875,1394.9300537109375,1380.530029296875,1389.93994140625,1389.93994140625,927300000,1404.1626547174662
2000-02-15,1389.93994140625,1407.719970703125,1376.25,1402.050048828125,1402.050048828125,1092100000,1395.1831608211153
2000-02-16,1402.050048828125,1404.550048828125,1385.5799560546875,1387.6700439453125,1387.6700439453125,1018800000,1386.3571199044645
2000-02-17,1387.6700439453125,1399.8800048828125,1380.0699462890625,1388.260009765625,1388.260009765625,1034800000,1378.1581470753913
2000-02-18,1388.260009765625,1388.5899658203125,1345.3199462890625,1346.0899658203125,1346.0899658203125,1042300000,1370.847795440833
2000-02-22,1346.0899658203125,1358.1099853515625,1331.8800048828125,1352.1700439453125,1352.1700439453125,980000000,1365.2647538421031
2000-02-23,1352.1700439453125,1370.1099853515625,1342.43994140625,1360.68994140625,1360.68994140625,993700000,1362.3435496294285
2000-02-24,1360.68994140625,1364.800048828125,1329.8800048828125,1353.4300537109375,1353.4300537109375,1215000000,1361.641873005667
2000-02-25,1353.4300537109375,1362.1400146484375,1329.1500244140625,1333.3599853515625,1333.3599853515625,1065200000,1362.2792088044314
2000-02-28,1333.3599853515625,1360.8199462890625,1325.0699462890625,1348.050048828125,1348.050048828125,1026500000,1365.1723485216744
2000-02-29,1348.050048828125,1369.6300048828125,1348.050048828125,1366.4200439453125,1366.4200439453125,1204300000,1371.0698040113848
2000-03-01,1366.4200439453125,1383.4599609375,1366.4200439453125,1379.18994140625,1379.18994140625,1274100000,1378.2021112861187
2000-03-02,1379.18994140625,1386.56005859375,1370.3499755859375,1381.760009765625,1381.760009765625,1198600000,1385.5387129084959
2000-03-03,1381.760009765625,1410.8800048828125,1381.760009765625,1409.1700439453125,1409.1700439453125,1150300000,1390.689422844968
2000-03-06,1409.1700439453125,1409.739990234375,1384.75,1391.280029296875,1391.280029296875,1029000000,1391.1587593811566
2000-03-07,1391.280029296875,1399.2099609375,1349.989990234375,1355.6199951171875,1355.6199951171875,1314100000,1388.7941906255712
2000-03-08,1355.6199951171875,1373.7900390625,1346.6199951171875,1366.699951171875,1366.699951171875,1203000000,1383.563924064934
2000-03-09,1366.699951171875,1401.8199462890625,1357.8800048828125,1401.68994140625,1401.68994140625,1123000000,1380.0448142620357
2000-03-10,1401.68994140625,1413.4599609375,1392.0699462890625,1395.0699462890625,1395.0699462890625,1138800000,1387.1705246485524
2000-03-13,1395.0699462890625,1398.3900146484375,1364.8399658203125,1383.6199951171875,1383.6199951171875,1016100000,1394.8834406922565
2000-03-14,1383.6199951171875,1395.1500244140625,1359.1500244140625,1359.1500244140625,1359.1500244140625,1094000000,1388.6724260595574
2000-03-15,1359.1500244140625,1397.989990234375,1356.989990234375,1392.1400146484375,1392.1400146484375,1302800000,1384.6869766600853
2000-03-16,1392.1500244140625,1458.469970703125,1392.1500244140625,1458.469970703125,1458.469970703125,1482300000,1401.2078180245755
2000-03-17,1458.469970703125,1477.3299560546875,1453.3199462890625,1464.469970703125,1464.469970703125,1295100000,1423.0481955724495
2000-03-20,1464.469970703125,1470.300048828125,1448.489990234375,1456.6300048828125,1456.6300048828125,920800000,1435.2177991189399
2000-03-21,1456.6300048828125,1493.9200439453125,1446.06005859375,1493.8699951171875,1493.8699951171875,1065900000,1446.9697938648728
2000-03-22,1493.8699951171875,1505.0799560546875,1487.3299560546875,1500.6400146484375,1500.6400146484375,1075000000,1465.1397534466362
2000-03-23,1500.6400146484375,1532.5,1492.3900146484375,1527.3499755859375,1527.3499755859375,1078300000,1483.545240483994
2000-03-24,1527.3499755859375,1552.8699951171875,1516.8299560546875,1527.4599609375,1527.4599609375,1052200000,1498.9625474924535
2000-03-27,1527.4599609375,1534.6300048828125,1518.4599609375,1523.8599853515625,1523.8599853515625,901000000,1509.526121532024
2000-03-28,1523.8599853515625,1527.3599853515625,1507.0899658203125,1507.72998046875,1507.72998046875,959100000,1511.8541663588385
2000-03-29,1507.72998046875,1521.449951171875,1497.449951171875,1508.52001953125,1508.52001953125,1061900000,1509.1808049949286
2000-03-30,1508.52001953125,1517.3800048828125,1474.6300048828125,1487.9200439453125,1487.9200439453125,1193400000,1504.4581915860886
2000-03-31,1487.9200439453125,1519.81005859375,1484.3800048828125,1498.5799560546875,1498.5799560546875,1227400000,1499.8381843675388
2000-04-03,1498.5799560546875,1507.18994140625,1486.9599609375,1505.969970703125,1505.969970703125,1021700000,1498.9098802882222
2000-04-04,1505.97998046875,1526.449951171875,1416.4100341796875,1494.72998046875,1494.72998046875,1515460000,1499.4319176627448
2000-04-05,1494.72998046875,1506.550048828125,1478.050048828125,1487.3699951171875,1487.3699951171875,1110300000,1498.5482644194124
2000-04-06,1487.3699951171875,1511.760009765625,1487.3699951171875,1501.3399658203125,1501.3399658203125,1008000000,1497.5075147237756
2000-04-07,1501.3399658203125,1518.6800537109375,1501.3399658203125,1516.3499755859375,1516.3499755859375,891600000,1496.7101047789497
2000-04-10,1516.3499755859375,1527.18994140625,1503.3499755859375,1504.4599609375,1504.4599609375,853700000,1494.895419022848
2000-04-11,1504.4599609375,1512.800048828125,1486.780029296875,1500.5899658203125,1500.5899658203125,971400000,1492.1162457111973
2000-04-12,1500.5899658203125,1509.0799560546875,1466.1500244140625,1467.1700439453125,1467.1700439453125,1175900000,1485.123679057706
2000-04-13,1467.1700439453125,1477.52001953125,1439.3399658203125,1440.510009765625,1440.510009765625,1032000000,1472.3985750518375
2000-04-14,1440.510009765625,1440.510009765625,1339.4000244140625,1356.56005859375,1356.56005859375,1279700000,1460.5414565311155
2000-04-17,1356.56005859375,1401.530029296875,1346.5,1401.43994140625,1401.43994140625,1204700000,1421.4898830979962
2000-04-18,1401.43994140625,1441.6099853515625,1397.81005859375,1441.6099853515625,1441.6099853515625,1109400000,1433.1803619705795
2000-04-19,1441.6099853515625,1447.68994140625,1424.260009765625,1427.469970703125,1427.469970703125,1001400000,1428.0187749813776
2000-04-20,1427.469970703125,1435.489990234375,1422.0799560546875,1434.5400390625,1434.5400390625,896200000,1432.8576605437065
2000-04-24,1434.5400390625,1434.5400390625,1407.1300048828125,1429.8599853515625,1429.8599853515625,868700000,1440.2165704199683
2000-04-25,1429.8599853515625,1477.6700439453125,1429.8599853515625,1477.43994140625,1477.43994140625,1071100000,1447.2895467259948
2000-04-26,1477.43994140625,1482.93994140625,1456.97998046875,1460.989990234375,1460.989990234375,999600000,1452.6721674841572
2000-04-27,1460.989990234375,1469.2099609375,1434.81005859375,1464.9200439453125,1464.9200439453125,1111000000,1456.3443905905049
2000-04-28,1464.9200439453125,1473.6199951171875,1448.1500244140625,1452.4300537109375,1452.4300537109375,984600000,1458.6358144657895
2000-05-01,1452.4300537109375,1481.510009765625,1452.4300537109375,1468.25,1468.25,966300000,1458.6199260879591
2000-05-02,1468.25,1468.25,1445.219970703125,1446.2900390625,1446.2900390625,1011500000,1455.6591766818976
2000-05-03,1446.2900390625,1446.2900390625,1398.3599853515625,1415.0999755859375,1415.0999755859375,991600000,1450.2497250837428
2000-05-04,1415.0999755859375,1420.989990234375,1404.93994140625,1409.5699462890625,1409.5699462890625,925800000,1442.6424178507643
2000-05-05,1409.5699462890625,1436.030029296875,1405.0799560546875,1432.6300048828125,1432.6300048828125,805500000,1433.4984927936387
2000-05-08,1432.6300048828125,1432.6300048828125,1417.050048828125,1424.1700439453125,1424.1700439453125,787600000,1425.4892039858487
2000-05-09,1424.1700439453125,1430.280029296875,1401.8499755859375,1412.1400146484375,1412.1400146484375,896600000,1416.569949351719
2000-05-10,1412.1400146484375,1412.1400146484375,1375.1400146484375,1383.050048828125,1383.050048828125,1006400000,1401.049874814775
2000-05-11,1383.050048828125,1410.260009765625,1383.050048828125,1407.81005859375,1407.81005859375,953600000,1391.3335763692119
2000-05-12,1407.81005859375,1430.1300048828125,1407.81005859375,1420.9599609375,1420.9599609375,858200000,1401.0981126449794
2000-05-15,1420.9599609375,1452.3900146484375,1416.5400390625,1452.3599853515625,1452.3599853515625,854600000,1418.471891616761
2000-05-16,1452.3599853515625,1470.4000244140625,1450.760009765625,1466.0400390625,1466.0400390625,955500000,1434.6748204848598
2000-05-17,1466.0400390625,1466.0400390625,1441.6700439453125,1447.800048828125,1447.800048828125,820500000,1444.5685805433022
2000-05-18,1447.800048828125,1458.0400390625,1436.5899658203125,1437.2099609375,1437.2099609375,807900000,1439.0418598954843
2000-05-19,1437.2099609375,1437.2099609375,1401.739990234375,1406.949951171875,1406.949951171875,853700000,1425.5571173713845
2000-05-22,1406.949951171875,1410.550048828125,1368.72998046875,1400.719970703125,1400.719970703125,869000000,1411.7081986206174
2000-05-23,1400.719970703125,1403.77001953125,1373.4300537109375,1373.8599853515625,1373.8599853515625,869900000,1399.821101345512
2000-05-24,1373.8599853515625,1401.75,1361.0899658203125,1399.050048828125,1399.050048828125,1152300000,1395.1350600186247
2000-05-25,1399.050048828125,1411.6500244140625,1373.9300537109375,1381.52001953125,1381.52001953125,984500000,1395.1905105684298
2000-05-26,1381.52001953125,1391.4200439453125,1369.75,1378.02001953125,1378.02001953125,722600000,1396.1483182946938
2000-05-30,1378.02001953125,1422.449951171875,1378.02001953125,1422.449951171875,1422.449951171875,844200000,1400.3154734060697
2000-05-31,1422.43994140625,1434.489990234375,1415.5,1420.5999755859375,1420.5999755859375,960500000,1408.9496479588404
2000-06-01,1420.5999755859375,1448.81005859375,1420.5999755859375,1448.81005859375,1448.81005859375,960100000,1419.7847246049967
2000-06-02,1448.81005859375,1483.22998046875,1448.81005859375,1477.260009765625,1477.260009765625,1162400000,1431.8464361060528
2000-06-05,1477.260009765625,1477.280029296875,1464.6800537109375,1467.6300048828125,1467.6300048828125,838600000,1442.006202175605
2000-06-06,1467.6300048828125,1471.3599853515625,1454.739990234375,1457.8399658203125,1457.8399658203125,950100000,1446.3711644278005
2000-06-07,1457.8399658203125,1474.6400146484375,1455.06005859375,1471.3599853515625,1471.3599853515625,854600000,1447.638564648791
2000-06-08,1471.3599853515625,1475.6500244140625,1456.489990234375,1461.6700439453125,1461.6700439453125,854300000,1448.0802999485456
2000-06-09,1461.6700439453125,1472.6700439453125,1454.9599609375,1456.949951171875,1456.949951171875,786000000,1448.8434160515744
2000-06-12,1456.949951171875,1462.9300537109375,1445.989990234375,1446.0,1446.0,774100000,1452.1868746962903
2000-06-13,1446.0,1470.4200439453125,1442.3800048828125,1469.43994140625,1469.43994140625,935900000,1456.510071390147
2000-06-14,1469.43994140625,1483.6199951171875,1467.7099609375,1470.5400390625,1470.5400390625,929700000,1460.1547693773375
2000-06-15,1470.5400390625,1482.0400390625,1464.6199951171875,1478.72998046875,1478.72998046875,1011400000,1462.9322185684553
2000-06-16,1478.72998046875,1480.77001953125,1460.4200439453125,1464.4599609375,1464.4599609375,1250800000,1464.035819175626
2000-06-19,1464.4599609375,1488.9300537109375,1459.050048828125,1486.0,1486.0,921700000,1464.098698650082
2000-06-20,1486.0,1487.3199462890625,1470.1800537109375,1475.949951171875,1475.949951171875,1031500000,1463.9873793835584
2000-06-21,1475.949951171875,1482.18994140625,1468.0,1479.1300048828125,1479.1300048828125,1009600000,1463.5751409281745
2000-06-22,1479.1300048828125,1479.1300048828125,1448.030029296875,1452.1800537109375,1452.1800537109375,1022700000,1462.9605720066618
2000-06-23,1452.1800537109375,1459.93994140625,1438.31005859375,1441.47998046875,1441.47998046875,847600000,1462.3768041541
2000-06-26,1441.47998046875,1459.6600341796875,1441.47998046875,1455.31005859375,1455.31005859375,889000000,1461.8337298459528
2000-06-27,1455.31005859375,1463.3499755859375,1450.550048828125,1450.550048828125,1450.550048828125,1042500000,1461.8382804387147
2000-06-28,1450.550048828125,1467.6300048828125,1450.550048828125,1454.8199462890625,1454.8199462890625,1095100000,1462.9363502267443
2000-06-29,1454.8199462890625,1455.1400146484375,1434.6300048828125,1442.3900146484375,1442.3900146484375,1110900000,1464.7359806544384
2000-06-30,1442.3900146484375,1454.6800537109375,1438.7099609375,1454.5999755859375,1454.5999755859375,1459700000,1466.9565907300678
2000-07-03,1454.5999755859375,1469.5799560546875,1450.8499755859375,1469.5400390625,1469.5400390625,451900000,1469.2931354587058
2000-07-05,1469.5400390625,1469.5400390625,1442.449951171875,1446.22998046875,1446.22998046875,1019300000,1471.2544194823413
2000-07-06,1446.22998046875,1461.6500244140625,1439.56005859375,1456.6700439453125,1456.6700439453125,947300000,1473.2003852980174
2000-07-07,1456.6700439453125,1484.1199951171875,1456.6700439453125,1478.9000244140625,1478.9000244140625,931700000,1475.442695324404
2000-07-10,1478.9000244140625,1486.56005859375,1474.760009765625,1475.6199951171875,1475.6199951171875,838700000,1478.033071211241
2000-07-11,1475.6199951171875,1488.77001953125,1470.47998046875,1480.8800048828125,1480.8800048828125,980500000,1481.2058879756808
2000-07-12,1480.8800048828125,1497.68994140625,1480.8800048828125,1492.9200439453125,1492.9200439453125,1001200000,1484.5967636371554
2000-07-13,1492.9200439453125,1501.3900146484375,1489.6500244140625,1495.8399658203125,1495.8399658203125,1026800000,1487.625159422092
2000-07-14,1495.8399658203125,1509.989990234375,1494.56005859375,1509.97998046875,1509.97998046875,960600000,1490.5818378723266
2000-07-17,1509.97998046875,1517.3199462890625,1505.260009765625,1510.489990234375,1510.489990234375,906000000,1493.7147424830002
2000-07-18,1510.489990234375,1510.489990234375,1491.3499755859375,1493.739990234375,1493.739990234375,908300000,1496.1984621507181
2000-07-19,1493.739990234375,1495.6300048828125,1479.9200439453125,1481.9599609375,1481.9599609375,909400000,1497.5796974441726
2000-07-20,1481.9599609375,1501.9200439453125,1481.9599609375,1495.5699462890625,1495.5699462890625,1064600000,1496.9363514263907
2000-07-21,1495.5699462890625,1495.5699462890625,1477.9100341796875,1480.18994140625,1480.18994140625,968300000,1493.04759453443
2000-07-24,1480.18994140625,1485.8800048828125,1463.800048828125,1464.2900390625,1464.2900390625,880300000,1487.1134102222693
2000-07-25,1464.2900390625,1476.22998046875,1464.2900390625,1474.469970703125,1474.469970703125,969400000,1480.5314469319521
2000-07-26,1474.469970703125,1474.469970703125,1452.4200439453125,1452.4200439453125,1452.4200439453125,1235800000,1473.2691319768817
2000-07-27,1452.4200439453125,1464.9100341796875,1445.3299560546875,1449.6199951171875,1449.6199951171875,1156400000,1465.6722828140446
2000-07-28,1449.6199951171875,1456.6800537109375,1413.8900146484375,1419.8900146484375,1419.8900146484375,980000000,1458.6224426450242
2000-07-31,1419.8900146484375,1437.6500244140625,1418.7099609375,1430.8299560546875,1430.8299560546875,952600000,1452.3802206735543
2000-08-01,1430.8299560546875,1443.5400390625,1428.9599609375,1438.0999755859375,1438.0999755859375,938700000,1448.6704535428482
2000-08-02,1438.0999755859375,1451.5899658203125,1433.489990234375,1438.699951171875,1438.699951171875,994500000,1449.4421087085536
2000-08-03,1438.699951171875,1454.18994140625,1425.4300537109375,1452.56005859375,1452.56005859375,1095600000,1453.0155633544623
2000-08-04,1452.56005859375,1462.9300537109375,1451.31005859375,1462.9300537109375,1462.9300537109375,956000000,1457.9214469122337
2000-08-07,1462.9300537109375,1480.800048828125,1460.719970703125,1479.3199462890625,1479.3199462890625,854800000,1463.2870610377424
2000-08-08,1479.3199462890625,1484.52001953125,1472.6099853515625,1482.800048828125,1482.800048828125,992200000,1467.5997747351278
2000-08-09,1482.800048828125,1490.3299560546875,1471.1600341796875,1472.8699951171875,1472.8699951171875,1054000000,1471.4168279639423
2000-08-10,1472.8699951171875,1475.1500244140625,1459.8900146484375,1460.25,1460.25,940800000,1475.4554472838324
2000-08-11,1460.25,1475.719970703125,1453.06005859375,1471.8399658203125,1471.8399658203125,835500000,1479.2797543581962
2000-08-14,1471.8399658203125,1491.6400146484375,1468.56005859375,1491.56005859375,1491.56005859375,783800000,1482.7392839585311
2000-08-15,1491.56005859375,1493.1199951171875,1482.739990234375,1484.4300537109375,1484.4300537109375,895900000,1485.8431903407893
2000-08-16,1484.4300537109375,1496.0899658203125,1475.739990234375,1479.8499755859375,1479.8499755859375,929800000,1488.4730709980338
2000-08-17,1479.8499755859375,1499.3199462890625,1479.8499755859375,1496.0699462890625,1496.0699462890625,922400000,1490.7658419464817
2000-08-18,1496.0699462890625,1499.469970703125,1488.989990234375,1491.719970703125,1491.719970703125,821400000,1492.9026310400675
2000-08-21,1491.719970703125,1502.8399658203125,1491.1300048828125,1499.47998046875,1499.47998046875,731600000,1494.7459534963925
2000-08-22,1499.47998046875,1508.449951171875,1497.4200439453125,1498.1300048828125,1498.1300048828125,818800000,1496.1834153724353
2000-08-23,1498.1300048828125,1507.199951171875,1489.52001953125,1505.969970703125,1505.969970703125,871000000,1497.2228624941079
2000-08-24,1505.969970703125,1511.1600341796875,1501.25,1508.31005859375,1508.31005859375,837100000,1497.832858724664
2000-08-25,1508.31005859375,1513.469970703125,1505.0899658203125,1506.449951171875,1506.449951171875,685600000,1498.0252243902962
2000-08-28,1506.449951171875,1523.949951171875,1506.449951171875,1514.0899658203125,1514.0899658203125,733600000,1497.8443617557455
2000-08-29,1514.0899658203125,1514.81005859375,1505.4599609375,1509.8399658203125,1509.8399658203125,795600000,1497.2489804080055
2000-08-30,1509.8399658203125,1510.489990234375,1500.0899658203125,1502.5899658203125,1502.5899658203125,818400000,1496.2014941031532
2000-08-31,1502.5899658203125,1525.2099609375,1502.5899658203125,1517.6800537109375,1517.6800537109375,1056600000,1494.7860903433975
2000-09-01,1517.6800537109375,1530.0899658203125,1515.530029296875,1520.77001953125,1520.77001953125,767700000,1493.06539114423
2000-09-05,1520.77001953125,1520.77001953125,1504.2099609375,1507.0799560546875,1507.0799560546875,838500000,1491.1163527865492
2000-09-06,1507.0799560546875,1512.6099853515625,1492.1199951171875,1492.25,1492.25,995100000,1489.0447027302462
2000-09-07,1492.25,1505.3399658203125,1492.25,1502.510009765625,1502.510009765625,985500000,1486.8020685149727
2000-09-08,1502.510009765625,1502.510009765625,1489.8800048828125,1494.5,1494.5,961000000,1484.3228630357878
2000-09-11,1494.5,1506.760009765625,1483.010009765625,1489.260009765625,1489.260009765625,899300000,1481.6503698133754
2000-09-12,1489.260009765625,1496.9300537109375,1479.6700439453125,1481.989990234375,1481.989990234375,991200000,1478.8131182857182
2000-09-13,1481.989990234375,1487.449951171875,1473.6099853515625,1484.9100341796875,1484.9100341796875,1068300000,1475.759858286735
2000-09-14,1484.9100341796875,1494.1600341796875,1476.72998046875,1480.8699951171875,1480.8699951171875,1014000000,1472.4671617146475
2000-09-15,1480.8699951171875,1480.9599609375,1460.219970703125,1465.81005859375,1465.81005859375,1268400000,1468.8967227475398
2000-09-18,1465.81005859375,1467.77001953125,1441.9200439453125,1444.510009765625,1444.510009765625,962500000,1464.9799988675113
2000-09-19,1444.510009765625,1461.1600341796875,1444.510009765625,1459.9000244140625,1459.9000244140625,1024900000,1460.8175406806013
2000-09-20,1459.9000244140625,1460.489990234375,1430.949951171875,1451.3399658203125,1451.3399658203125,1104000000,1456.579515425059
2000-09-21,1451.3399658203125,1452.77001953125,1436.300048828125,1449.050048828125,1449.050048828125,1105400000,1452.171123293045
2000-09-22,1449.050048828125,1449.050048828125,1421.8800048828125,1448.719970703125,1448.719970703125,1185500000,1447.4818378616726
2000-09-25,1448.719970703125,1457.4200439453125,1435.9300537109375,1439.030029296875,1439.030029296875,982400000,1442.849125583796
2000-09-26,1439.030029296875,1448.0400390625,1425.25,1427.2099609375,1427.2099609375,1106600000,1438.545616203589
2000-09-27,1427.2099609375,1437.219970703125,1419.43994140625,1426.5699462890625,1426.5699462890625,1174700000,1434.7155782395646
2000-09-28,1426.5699462890625,1461.68994140625,1425.780029296875,1458.2900390625,1458.2900390625,1206200000,1431.675525154453
2000-09-29,1458.2900390625,1458.2900390625,1436.2900390625,1436.510009765625,1436.510009765625,1197100000,1429.1719433367555
2000-10-02,1436.52001953125,1445.5999755859375,1429.8299560546875,1436.22998046875,1436.22998046875,1051200000,1426.554273694367
2000-10-03,1436.22998046875,1454.8199462890625,1425.280029296875,1426.4599609375,1426.4599609375,1098100000,1424.6950561172112
2000-10-04,1426.4599609375,1439.989990234375,1416.31005859375,1434.3199462890625,1434.3199462890625,1167400000,1424.3876094506732
2000-10-05,1434.3199462890625,1444.1700439453125,1431.800048828125,1436.280029296875,1436.280029296875,1176100000,1424.1900995050642
2000-10-06,1436.280029296875,1443.300048828125,1397.06005859375,1408.989990234375,1408.989990234375,1150100000,1423.5712099668322
2000-10-09,1408.989990234375,1409.68994140625,1392.47998046875,1402.030029296875,1402.030029296875,716600000,1420.187180088975
2000-10-10,1402.030029296875,1408.8299560546875,1383.8499755859375,1387.02001953125,1387.02001953125,1044000000,1411.1443905073966
2000-10-11,1387.02001953125,1387.02001953125,1349.6700439453125,1364.5899658203125,1364.5899658203125,1387500000,1399.5935329901536
2000-10-12,1364.5899658203125,1374.9300537109375,1328.06005859375,1329.780029296875,1329.780029296875,1388600000,1388.0449671657536
2000-10-13,1329.780029296875,1374.1700439453125,1327.0799560546875,1374.1700439453125,1374.1700439453125,1223900000,1378.6590351079633
2000-10-16,1374.1700439453125,1379.47998046875,1365.06005859375,1374.6199951171875,1374.6199951171875,1005400000,1374.9478989479085
2000-10-17,1374.6199951171875,1380.989990234375,1342.3399658203125,1349.969970703125,1349.969970703125,1161500000,1374.493666849576
2000-10-18,1349.969970703125,1356.6500244140625,1305.7900390625,1342.1300048828125,1342.1300048828125,1441700000,1374.1488046507825
2000-10-19,1342.1300048828125,1389.9300537109375,1342.1300048828125,1388.760009765625,1388.760009765625,1297900000,1375.3630721468141
2000-10-20,1388.760009765625,1408.469970703125,1382.18994140625,1396.9300537109375,1396.9300537109375,1177400000,1379.1955963332223
2000-10-23,1396.9300537109375,1406.9599609375,1387.75,1395.780029296875,1395.780029296875,1046800000,1383.3021077376015
2000-10-24,1395.780029296875,1415.6400146484375,1388.1300048828125,1398.1300048828125,1398.1300048828125,1158600000,1386.558736032202
2000-10-25,1398.1300048828125,1398.1300048828125,1362.2099609375,1364.9000244140625,1364.9000244140625,1315600000,1388.1551780228178
2000-10-26,1364.9000244140625,1372.719970703125,1337.81005859375,1364.43994140625,1364.43994140625,1303800000,1384.98811906591
2000-10-27,1364.43994140625,1384.5699462890625,1364.1300048828125,1379.5799560546875,1379.5799560546875,1086300000,1383.3133411757349
2000-10-30,1379.5799560546875,1406.3599853515625,1376.8599853515625,1398.6600341796875,1398.6600341796875,1186500000,1391.3910663224913
2000-10-31,1398.6600341796875,1432.219970703125,1398.6600341796875,1429.4000244140625,1429.4000244140625,1366400000,1401.7613559718473
2000-11-01,1429.4000244140625,1429.5999755859375,1410.449951171875,1421.219970703125,1421.219970703125,1206800000,1406.4366477357546
2000-11-02,1421.219970703125,1433.4000244140625,1421.219970703125,1428.3199462890625,1428.3199462890625,1167700000,1409.3552075371738
2000-11-03,1428.3199462890625,1433.2099609375,1420.9200439453125,1426.68994140625,1426.68994140625,997700000,1414.1359822421184
2000-11-06,1428.760009765625,1438.4599609375,1427.719970703125,1432.18994140625,1432.18994140625,930900000,1416.125479267198
2000-11-07,1432.18994140625,1436.219970703125,1423.260009765625,1431.8699951171875,1431.8699951171875,880900000,1411.1656221749115
2000-11-08,1431.8699951171875,1437.280029296875,1408.780029296875,1409.280029296875,1409.280029296875,909300000,1402.9607639149706
2000-11-09,1409.280029296875,1409.280029296875,1369.6800537109375,1400.1400146484375,1400.1400146484375,1111000000,1394.9506590889914
2000-11-10,1400.1400146484375,1400.1400146484375,1365.969970703125,1365.97998046875,1365.97998046875,962500000,1387.131851426059
2000-11-13,1365.97998046875,1365.97998046875,1328.6199951171875,1351.260009765625,1351.260009765625,1129300000,1379.1810125662075
2000-11-14,1351.260009765625,1390.06005859375,1351.260009765625,1382.949951171875,1382.949951171875,1118800000,1373.7846963135207
2000-11-15,1382.949951171875,1395.9599609375,1374.75,1389.81005859375,1389.81005859375,1066800000,1374.973915409837
2000-11-16,1389.81005859375,1394.760009765625,1370.3900146484375,1372.3199462890625,1372.3199462890625,956300000,1376.5701473661527
2000-11-17,1372.3199462890625,1384.8499755859375,1355.550048828125,1367.719970703125,1367.719970703125,1070400000,1371.4351165974515
